162	555
378	70
12	233
492	70
877	912
88	165
408	684
62	49
604	390
653	378
186	1
996	937
8	405
430	282
645	682
57	894
933	332
573	805
130	966
544	179
46	23
233	417
82	925
48	834
696	798
881	588
853	264
77	527
839	570
411	64
585	844
292	205
229	339
370	674
219	476
57	753
944	727
238	645
153	513
297	652
878	21
148	932
402	72
915	152
165	30
112	205
145	585
205	437
512	156
41	443
813	112
826	499
908	974
221	679
27	684
949	777
118	180
103	665
141	884
562	835
572	553
652	498
911	552
376	440
529	793
87	158
304	451
936	340
731	48
316	647
844	331
509	852
316	341
436	730
502	246
535	889
792	479
307	92
120	264
703	333
870	677
948	823
164	565
666	443
257	364
669	679
61	115
690	58
9	52
811	930
547	56
862	291
360	303
488	281
399	163
504	472
963	679
411	774
923	576
203	165
814	112
812	943
171	895
939	346
74	215
950	123
528	332
161	165
759	601
50	15
647	823
123	564
631	350
860	143
156	486
978	569
722	949
384	281
397	788
559	791
372	228
69	737
239	528
958	106
978	577
716	100
869	63
502	486
208	245
868	626
906	67
576	394
795	90
394	112
682	632
854	896
287	192
463	499
398	81
460	784
943	651
539	129
529	364
671	367
504	999
380	684
20	497
815	742
783	629
176	254
704	125
191	44
605	723
761	439
8	668
938	23
561	978
689	896
916	308
254	279
308	466
22	300
298	27
83	536
195	409
233	225
531	956
322	738
383	88
908	562
418	80
63	637
162	293
836	926
453	188
322	913
778	940
782	282
171	497
44	181
784	993
552	104
730	491
359	275
82	429
506	745
343	42
249	743
942	142
206	184
574	777
140	728
419	748
702	737
165	772
833	792
769	673
854	333
731	906
57	67
619	932
762	262
377	105
979	37
30	940
999	702
72	500
922	704
209	779
680	27
438	666
174	617
320	884
936	132
885	388
346	845
704	815
600	838
937	294
599	45
719	782
121	647
927	219
757	462
614	438
331	587
992	559
929	932
176	724
249	857
610	349
508	740
575	353
763	431
980	13
592	722
199	999
805	471
400	567
661	994
692	654
797	378
879	723
844	887
956	222
418	599
391	720
647	328
840	109
518	774
607	185
770	707
564	787
597	138
373	420
526	397
53	148
188	653
896	476
45	927
509	604
889	498
239	426
747	953
707	898
263	485
222	562
163	674
686	969
224	354
818	308
577	886
389	812
963	370
762	498
750	41
214	967
963	998
158	97
546	13
965	873
593	195
440	542
791	86
117	852
137	223
13	930
322	341
414	305
869	539
389	9
562	783
584	249
74	583
185	591
499	88
764	407
480	645
272	217
366	487
986	362
280	655
567	266
618	575
811	984
885	468
293	810
264	482
250	553
760	692
305	820
774	715
218	774
752	464
636	63
426	215
232	41
76	718
565	38
575	224
557	959
113	476
912	239
414	695
167	732
144	223
932	390
795	225
75	52
370	605
998	544
375	732
676	403
355	664
638	703
985	367
493	725
183	820
581	435
634	742
726	45
329	131
5	467
689	921
357	419
388	433
497	541
465	18
547	489
777	571
991	135
360	863
768	537
526	272
733	957
233	357
392	778
742	217
497	552
305	796
740	90
614	552
165	241
627	846
866	653
670	983
552	314
543	92
943	472
768	492
378	177
46	241
688	767
282	254
464	157
707	748
894	651
769	391
506	144
495	767
952	137
198	401
901	571
283	370
935	364
386	453
369	719
353	159
667	153
395	421
973	187
254	861
557	17
700	153
991	964
213	815
524	869
950	427
537	981
73	614
670	517
756	142
677	258
470	941
21	125
817	951
873	23
955	538
561	9
374	162
927	490
497	477
166	763
839	33
191	966
796	305
806	367
736	369
371	339
618	853
834	17
864	330
157	638
502	592
712	314
561	347
793	892
621	196
602	522
154	685
555	904
958	362
512	756
669	316
483	82
157	291
586	32
627	685
59	829
642	169
638	206
787	491
765	328
968	910
284	882
226	776
967	807
566	328
866	969
168	930
820	205
724	943
667	25
911	617
151	960
594	596
982	187
343	785
759	740
815	851
827	62
287	878
521	565
474	910
301	258
874	841
994	769
935	90
430	284
550	365
807	31
654	381
969	274
735	14
695	804
650	134
358	789
804	134
99	835
420	477
286	120
880	457
675	788
440	779
814	507
744	203
583	635
835	506
205	968
646	279
558	297
840	408
859	104
441	983
136	875
397	645
646	532
490	814
555	524
937	760
555	74
9	781
657	496
180	934
263	955
870	32
595	36
837	437
896	864
351	447
954	755
644	557
805	786
779	765
870	465
471	128
507	498
115	335
515	250
456	221
800	23
739	857
90	385
733	79
222	28
557	643
854	560
599	38
888	818
169	246
130	698
692	293
167	134
11	492
17	223
923	619
314	823
467	659
944	915
767	334
695	597
738	451
253	554
400	260
187	335
603	96
908	703
380	66
989	141
167	938
80	666
582	350
545	364
401	61
494	621
796	862
481	375
724	226
148	989
824	537
116	504
958	74
422	413
815	410
810	948
481	409
962	740
760	328
88	413
465	481
103	257
461	153
707	620
316	934
869	969
377	812
934	208
781	856
919	115
792	500
579	862
19	783
902	552
242	615
691	675
878	449
485	798
77	273
565	92
483	710
89	329
775	386
173	489
93	696
959	265
400	608
994	614
722	116
972	856
586	532
265	378
596	439
303	460
484	163
823	268
586	321
832	642
527	326
58	564
524	87
661	120
821	468
722	402
183	191
295	533
927	750
716	441
92	653
43	780
921	451
491	519
40	702
462	640
901	335
259	818
474	132
758	777
141	857
637	864
428	22
390	685
716	559
333	954
870	524
195	40
199	237
105	415
723	996
413	547
425	356
673	8
733	571
172	88
585	45
581	435
104	406
459	275
939	233
451	363
938	116
418	105
391	341
671	41
942	522
226	917
95	808
315	588
76	258
944	962
990	191
616	808
128	813
898	104
17	671
612	191
697	998
686	134
817	790
787	612
731	586
738	536
92	54
150	6
304	566
206	333
750	545
908	497
841	226
744	134
512	84
153	229
788	72
576	761
917	122
612	132
37	241
877	374
537	107
777	458
220	39
898	23
675	208
677	185
171	626
480	516
656	572
171	186
826	252
79	997
947	95
627	898
242	776
358	778
293	820
744	596
61	174
920	874
843	561
414	537
835	518
152	65
668	61
250	950
623	497
233	451
336	286
60	571
493	66
845	820
787	543
488	641
265	267
589	133
960	439
569	889
975	243
169	418
165	253
320	121
348	332
424	905
691	488
152	255
720	35
751	475
332	351
426	615
120	52
481	65
95	311
541	822
462	561
835	501
53	381
747	323
975	560
525	35
859	265
250	725
361	263
758	929
338	787
816	85
125	101
897	424
720	336
470	511
919	225
532	520
254	239
108	169
539	190
349	277
505	337
69	836
876	435
834	336
83	864
691	932
747	389
125	217
362	70
862	87
375	577
82	838
790	863
882	390
971	64
525	572
871	257
944	170
320	864
163	342
179	29
363	359
771	521
222	142
379	736
159	9
733	89
607	105
104	740
793	499
361	22
475	21
170	27
840	61
857	745
384	662
857	668
119	918
609	3
770	982
425	296
495	175
576	313
382	809
54	95
99	905
656	80
277	655
692	10
579	305
727	977
868	544
106	560
179	216
225	834
304	941
706	990
891	957
668	289
382	475
84	289
409	805
705	979
443	246
173	626
702	402
251	828
208	200
840	48
655	484
431	942
701	201
914	936
519	555
314	178
121	147
793	800
426	529
923	146
661	591
340	763
374	599
441	332
822	847
687	459
948	897
133	828
287	829
508	707
174	387
832	605
785	234
852	834
563	812
130	351
86	622
654	81
407	857
861	723
39	458
621	943
210	437
800	49
947	565
221	196
892	533
836	706
673	424
341	83
885	569
233	822
707	306
117	377
90	649
429	60
662	202
836	927
213	148
783	883
882	27
538	704
165	581
150	267
750	323
372	806
911	509
847	334
900	877
401	460
613	457
765	358
993	446
807	154
448	830
419	43
121	904
966	350
672	297
650	951
787	448
599	811
587	696
128	913
20	198
53	550
1000	936
195	729
935	331
613	617
580	49
575	236
803	506
884	823
155	666
801	658
764	334
83	289
330	503
638	941
197	346
92	62
411	10
197	632
840	550
992	659
579	847
22	878
596	838
81	988
760	798
148	471
450	193
865	339
308	817
427	189
839	920
990	567
4	566
669	985
836	308
606	766
404	871
201	824
562	458
650	355
113	225
219	152
352	507
555	677
895	657
479	5
332	301
529	682
760	15
527	591
207	87
882	895
295	487
971	611
75	166
836	356
319	666
591	710
498	763
837	36
287	774
387	123
555	997
8	270
44	674
567	556
370	368
896	434
227	285
662	730
565	879
794	180
516	412
489	311
96	313
790	627
671	319
247	198
76	115
98	142
946	516
552	850
998	922
960	937
55	414
354	309
469	146
318	91
906	709
839	568
225	929
820	619
598	555
464	678
459	982
134	591
226	843
62	340
904	963
247	983
907	81
274	687
419	890
467	72
195	304
615	404
779	53
757	601
151	75
994	116
667	134
505	419
187	479
546	805
578	257
107	103
433	143
315	884
785	279
670	718
91	570
907	877
527	506
309	642
679	499
268	306
455	888
438	768
956	768
455	849
414	401
498	116
779	287
56	969
586	546
387	632
461	396
637	39
6	433
628	965
33	999
251	43
106	794
887	905
178	275
113	242
962	258
276	134
847	858
240	735
478	483
12	751
162	289
664	663
367	958
59	295
36	678
663	753
156	640
33	755
14	736
255	176
26	531
256	700
887	692
393	18
781	22
457	282
386	227
362	857
242	659
296	356
30	538
510	706
651	463
337	715
474	916
850	842
645	452
197	780
673	673
856	836
475	717
368	76
470	279
697	780
871	374
865	59
545	478
718	424
133	167
285	578
281	899
718	124
606	757
230	176
732	709
428	835
141	74
972	852
602	878
617	204
382	421
737	415
609	410
327	722
497	982
914	153
372	189
32	361
572	694
817	336
419	656
449	786
595	409
442	471
363	770
150	291
253	169
845	916
673	647
573	926
122	187
740	134
32	53
877	950
28	864
908	438
947	82
940	150
901	800
967	934
307	463
323	964
842	427
663	60
218	652
783	130
358	43
177	669
696	464
20	185
705	246
870	816
144	240
238	935
593	178
774	312
180	555
449	830
555	615
981	973
484	4
794	767
197	206
748	232
551	801
271	991
7	23
848	528
460	694
325	421
239	462
473	90
414	409
442	539
217	206
293	407
135	906
3	919
63	813
311	159
545	363
52	553
375	976
381	351
487	302
842	104
213	689
153	769
99	898
334	648
986	101
962	580
36	927
20	494
911	52
137	395
765	307
968	163
224	42
276	851
283	910
533	254
681	422
324	172
528	498
230	882
620	832
977	881
432	539
117	304
128	52
750	133
349	451
822	577
784	577
218	57
206	469
324	751
927	608
1	128
442	368
174	850
794	626
122	363
474	318
340	885
170	415
482	556
874	625
634	454
859	629
446	873
954	478
994	283
140	494
241	563
234	63
551	926
663	363
811	16
910	406
602	98
162	956
475	750
979	360
566	426
678	347
966	297
640	815
608	257
855	573
145	434
482	73
103	79
686	347
599	40
321	819
230	234
948	701
796	979
435	985
927	83
619	769
523	21
390	259
496	152
74	580
282	901
718	93
779	644
782	327
658	91
676	449
284	714
741	718
931	315
648	748
314	668
693	971
113	173
477	196
462	272
559	141
468	494
687	721
703	362
757	130
130	347
60	306
610	184
689	663
524	78
176	697
673	558
214	833
831	613
966	37
417	820
643	114
616	166
446	115
656	157
457	720
468	196
257	519
996	821
229	506
520	385
685	66
339	716
102	938
843	944
817	849
296	735
561	885
169	111
831	771
220	728
694	543
833	61
427	986
389	113
275	297
324	730
6	987
841	284
123	903
652	195
118	806
209	309
68	452
991	215
406	611
606	695
474	405
133	307
943	142
682	900
489	115
619	654
602	264
666	831
869	7
583	570
451	725
848	520
423	726
713	563
241	328
757	139
295	600
400	173
867	378
38	481
286	664
702	372
44	321
204	475
539	25
941	675
568	339
853	778
725	775
494	492
460	109
352	336
36	162
9	505
122	33
628	380
316	398
652	387
611	659
99	666
577	62
72	842
540	623
981	881
355	104
47	490
863	824
722	241
997	821
737	662
89	368
814	67
443	899
850	556
435	94
702	54
71	289
133	742
116	318
810	566
976	926
457	361
888	394
160	884
33	33
484	563
75	720
315	207
91	153
10	382
805	61
926	905
295	21
829	138
164	255
170	907
427	296
566	231
970	297
386	951
107	790
351	97
165	20
150	599
879	612
901	291
25	374
76	130
706	787
385	876
713	605
49	244
532	232
222	241
27	205
28	609
990	699
476	54
391	384
837	993
467	984
574	239
177	636
674	990
340	325
83	151
549	471
135	681
939	207
311	82
677	897
114	938
341	797
827	628
816	373
55	672
645	232
982	186
713	452
433	874
395	327
812	662
775	18
828	930
553	485
485	104
475	611
76	944
762	329
611	15
997	794
927	1
776	297
591	104
911	344
917	763
890	893
124	54
696	506
224	104
345	449
238	834
429	788
637	463
266	407
221	437
825	399
557	942
834	7
965	122
33	267
340	649
942	418
637	769
720	123
445	633
641	896
642	927
289	503
153	397
820	263
251	221
780	981
941	475
479	579
403	370
853	41
491	53
834	327
693	591
822	426
323	726
282	921
813	841
411	519
701	956
67	835
799	273
903	93
686	559
806	750
944	116
147	517
101	439
538	670
148	457
991	840
650	246
233	310
841	244
268	462
193	757
841	350
253	682
998	205
900	833
960	534
123	208
337	655
258	837
344	530
525	283
478	302
39	951
685	93
323	351
870	787
300	988
929	730
239	518
357	344
867	365
947	755
68	602
271	545
202	933
683	507
166	90
337	872
966	489
507	449
424	356
96	870
616	506
1	114
166	901
987	842
539	66
227	763
118	753
908	394
613	159
318	360
240	296
662	661
884	900
131	472
905	581
190	554
758	824
519	459
671	927
217	688
436	877
707	458
597	969
390	721
452	485
167	232
157	276
922	819
374	641
377	825
157	603
188	872
643	874
990	496
725	683
335	692
399	845
793	787
66	79
23	499
457	136
786	419
584	726
613	669
947	93
846	278
104	727
728	552
579	297
527	854
393	182
598	79
136	733
988	947
224	140
504	930
402	212
766	279
242	604
367	657
651	333
306	395
300	963
498	904
951	710
266	663
252	362
948	940
742	469
510	710
916	995
760	163
63	332
932	358
918	582
566	712
722	292
478	23
717	389
467	934
896	292
951	764
386	291
259	237
650	414
374	815
945	600
201	932
931	898
76	183
237	838
868	790
973	704
402	931
764	633
969	518
616	543
901	710
26	72
14	954
117	486
457	187
904	668
554	94
175	18
897	322
608	647
72	558
45	791
198	285
676	781
153	82
320	183
486	334
977	503
70	286
627	120
646	302
82	888
700	352
585	842
570	411
894	68
833	761
897	611
5	505
809	676
778	113
606	359
864	724
943	506
824	771
350	464
635	38
905	136
665	157
598	488
808	335
208	356
102	145
609	436
922	822
793	34
63	446
577	925
116	653
903	428
184	527
357	292
746	262
970	403
629	344
331	599
487	820
320	112
320	748
961	756
730	461
30	474
264	802
154	875
979	530
558	341
422	147
716	176
307	13
33	309
794	811
619	22
965	565
271	587
411	745
596	177
116	251
142	952
875	501
722	33
630	622
371	506
402	458
901	563
977	535
151	61
193	895
346	782
495	709
978	266
525	681
333	304
875	340
224	577
195	986
473	381
642	616
240	273
641	998
470	630
984	60
173	773
449	837
480	106
615	616
141	60
847	235
193	922
961	371
971	902
976	297
351	919
650	488
111	545
201	892
380	500
925	548
520	41
655	848
909	427
93	353
708	589
5	170
429	628
297	565
465	43
689	51
926	813
46	165
52	620
395	289
141	750
737	801
240	407
192	404
44	657
135	181
147	150
152	117
512	726
108	94
257	167
607	571
190	618
93	894
942	8
30	643
1000	729
969	805
647	295
162	395
357	999
570	221
832	379
642	396
589	18
14	26
460	344
815	374
445	15
224	11
534	720
818	21
290	489
90	354
597	327
572	235
297	983
136	724
58	156
471	545
104	101
72	61
943	793
653	257
63	578
277	94
343	277
979	825
511	261
757	826
486	399
709	355
112	693
67	471
767	369
894	967
102	525
112	914
162	367
623	25
728	312
314	278
447	955
924	704
755	446
677	156
425	476
791	694
262	888
891	290
781	677
407	673
692	796
795	590
790	709
743	434
106	725
966	180
122	994
51	849
153	902
92	40
326	255
626	253
205	261
874	807
315	265
265	523
402	571
25	419
500	817
673	707
808	517
326	805
806	15
568	999
898	380
329	586
823	464
22	863
184	574
275	892
955	94
131	760
138	63
918	963
274	382
634	173
395	348
316	791
884	295
175	219
799	295
697	833
297	397
442	127
365	861
806	674
252	942
219	349
549	695
896	27
629	188
314	248
253	235
415	862
516	193
885	157
93	385
445	963
800	954
135	267
983	987
685	730
830	105
575	845
240	222
79	420
910	441
736	107
247	804
2	188
625	414
711	324
157	311
429	858
698	620
102	890
400	812
169	222
206	351
324	356
485	216
574	873
355	355
432	100
15	805
764	463
234	434
1000	799
916	403
229	630
631	234
835	179
461	530
702	866
917	232
384	453
82	864
644	836
790	466
782	849
951	757
723	873
135	703
669	220
992	269
700	657
43	485
494	922
1	578
226	286
512	105
299	113
95	290
488	251
966	907
213	939
647	243
272	520
611	139
426	9
276	314
484	934
883	149
840	271
67	244
604	309
749	913
297	821
43	208
480	130
448	766
568	125
638	951
874	566
433	178
497	670
210	838
550	178
993	699
454	1
440	806
507	990
215	460
539	157
659	905
601	550
654	647
407	833
173	765
708	852
499	139
652	303
174	827
289	223
449	906
961	900
225	830
708	565
467	797
768	849
501	627
311	890
759	379
606	849
603	223
516	440
174	502
362	378
514	574
519	857
128	786
296	568
581	998
968	105
893	989
263	136
761	565
385	575
774	761
398	466
726	812
829	507
773	586
497	901
672	1
944	846
220	751
689	797
390	139
908	610
142	169
48	497
291	454
169	486
851	389
430	326
228	480
536	449
589	651
801	260
808	507
472	342
604	154
269	707
173	285
908	76
817	644
1	254
366	651
361	712
509	770
707	96
802	624
886	108
363	671
735	350
645	872
306	270
165	499
434	840
958	670
804	941
568	884
773	443
160	40
161	613
399	145
157	773
952	340
163	564
698	765
330	775
183	17
452	578
465	108
29	120
192	708
903	81
915	773
885	830
737	364
733	32
537	971
623	814
970	188
534	358
938	17
663	83
614	69
155	117
807	650
202	591
787	396
682	966
536	255
769	58
859	809
879	810
383	791
98	189
369	477
822	589
414	453
38	869
93	468
689	383
55	133
583	391
444	807
953	74
39	235
621	901
476	821
502	713
640	767
26	270
251	666
200	687
89	403
816	7
774	358
179	554
103	663
851	875
304	735
101	314
185	135
473	731
608	973
501	971
964	435
820	295
726	164
481	193
909	38
353	441
245	200
44	848
931	628
392	482
640	759
962	338
467	570
397	45
190	248
280	991
302	150
595	761
122	308
597	578
440	856
833	614
957	892
50	900
762	720
469	923
33	75
398	573
247	704
726	752
907	209
21	708
505	530
520	139
841	683
234	281
204	294
300	889
525	668
71	939
64	126
717	796
9	422
331	839
818	318
577	778
845	66
256	985
688	843
153	424
483	304
356	468
117	663
579	24
30	936
279	854
407	296
570	697
652	848
204	524
784	675
817	983
898	239
526	710
605	392
796	187
658	621
931	618
688	180
653	178
427	762
436	618
130	941
939	278
523	98
612	312
247	918
480	3
428	497
260	57
370	74
339	550
878	607
854	530
935	464
385	338
360	974
214	718
919	558
642	201
610	913
39	743
366	566
676	658
194	225
715	728
546	548
805	978
43	909
615	743
242	159
987	477
747	623
492	266
48	131
97	15
637	351
105	137
423	796
46	397
325	37
608	18
456	972
856	659
170	565
630	703
38	501
146	408
427	390
890	516
282	588
643	420
813	698
115	957
60	631
667	122
610	356
437	954
134	624
615	582
943	741
706	386
867	544
263	92
60	417
6	60
928	929
142	981
50	91
544	479
889	638
52	470
354	353
306	991
758	758
529	52
537	240
356	884
731	538
649	757
631	41
915	4
128	377
453	255
326	297
835	321
65	932
495	509
462	531
529	753
794	991
466	516
689	147
226	230
456	804
867	694
778	203
758	72
966	693
552	399
789	300
590	668
148	884
2	407
949	978
899	431
915	254
787	389
709	777
412	54
992	555
477	538
780	149
593	437
127	318
476	173
900	374
505	195
690	877
551	386
148	497
815	536
527	834
407	546
76	664
256	801
962	420
394	473
651	766
476	730
94	389
756	1000
376	140
627	564
372	470
747	222
812	505
298	766
683	797
478	740
124	461
193	200
898	140
2	777
856	20
763	750
184	885
249	646
337	884
274	523
862	974
372	894
349	521
735	867
110	324
826	491
188	33
812	584
441	920
781	424
880	909
140	538
878	170
208	471
856	495
197	995
353	584
370	567
51	153
925	88
20	710
613	634
986	580
335	465
838	262
37	22
969	353
388	316
641	750
2	454
539	592
603	373
660	399
400	476
92	902
844	594
709	46
254	584
711	25
541	373
765	126
492	396
97	586
889	582
463	707
767	146
203	348
788	548
459	514
360	917
679	217
152	679
539	829
303	810
623	976
661	570
10	808
307	878
395	173
244	658
688	34
731	632
177	214
799	282
259	349
480	773
190	744
791	177
453	881
303	934
440	499
148	421
78	189
413	255
984	807
949	562
115	429
870	6
633	536
616	803
628	529
608	13
57	999
513	77
378	105
178	871
722	85
889	899
532	185
100	469
92	967
117	519
223	85
494	407
437	359
745	282
566	772
595	197
539	468
33	702
311	567
117	179
635	689
46	961
938	527
582	716
987	39
493	203
993	814
436	198
761	282
720	905
668	500
340	1
220	104
618	480
478	420
78	675
352	313
860	648
179	492
165	703
146	680
581	216
949	415
695	351
172	858
707	367
597	574
571	347
110	33
264	444
734	857
828	901
77	7
672	746
817	347
201	469
214	175
51	312
427	707
892	262
53	824
423	188
134	274
449	221
983	559
588	627
634	967
430	998
810	195
172	9
232	514
422	35
353	222
77	503
301	573
87	830
102	682
612	147
815	194
166	231
590	311
632	662
636	647
622	468
698	808
611	643
404	67
4	134
400	543
93	837
117	277
125	401
318	948
559	454
63	125
210	3
598	674
955	845
762	517
651	768
916	513
179	658
149	380
37	288
360	590
781	14
296	607
359	350
355	412
920	393
812	127
939	168
443	444
240	595
904	185
541	519
976	82
345	342
367	612
810	604
188	13
229	939
688	111
993	907
105	946
550	962
537	325
555	309
250	880
391	905
325	57
275	546
390	415
731	596
530	582
844	637
901	648
133	859
434	257
801	690
51	923
351	274
52	873
143	185
828	238
287	244
311	550
937	62
472	760
779	755
464	624
648	99
600	534
986	335
902	711
420	714
15	782
615	613
877	94
821	886
156	145
668	352
961	633
861	16
266	532
848	954
316	395
103	868
570	303
709	803
127	286
851	671
177	423
617	387
172	450
331	754
275	594
729	149
573	855
75	441
56	783
990	35
923	643
354	48
897	836
459	94
856	820
236	862
753	976
557	884
98	591
220	690
330	731
690	876
394	299
280	27
356	546
439	443
719	648
586	844
671	513
671	649
137	609
746	969
829	841
72	109
322	793
443	578
886	323
701	274
124	760
502	644
553	423
495	50
157	319
220	530
248	385
360	270
881	521
266	780
99	898
171	295
830	251
599	999
822	644
848	550
519	379
980	785
930	186
377	339
451	686
328	462
924	86
14	378
457	319
246	892
282	218
711	725
522	284
326	228
844	945
353	509
779	268
770	54
708	926
762	245
755	883
888	911
558	304
270	554
949	655
772	837
353	849
619	245
755	862
68	119
968	478
144	427
1	351
371	230
223	265
320	926
828	513
52	431
476	818
916	468
894	642
117	361
487	433
537	132
617	519
123	769
412	596
348	392
487	140
94	221
226	688
393	324
447	562
318	885
126	362
144	80
426	838
737	907
445	595
815	185
982	310
104	777
769	871
561	94
18	76
739	883
363	457
494	177
437	81
200	413
340	275
495	19
115	251
163	328
191	75
985	970
677	840
776	870
984	981
71	772
260	39
271	61
908	924
34	396
249	275
334	412
379	770
760	898
451	661
721	447
843	310
332	636
995	259
70	617
64	58
6	181
555	6
198	541
655	762
144	596
743	786
143	620
895	339
997	822
841	769
735	521
228	486
486	847
99	957
319	610
763	982
215	942
98	299
443	461
147	770
343	353
960	974
574	748
212	561
212	559
207	733
254	90
694	264
692	240
505	190
629	1
592	250
958	853
723	372
726	329
952	587
46	533
11	961
724	96
21	318
433	489
341	879
17	305
892	74
880	343
709	484
995	267
651	807
517	367
488	677
118	52
415	160
50	379
372	185
37	711
345	120
498	721
533	877
547	377
636	256
573	85
559	158
509	652
381	338
473	762
93	437
698	538
444	221
881	167
45	926
958	582
829	47
832	932
813	690
944	165
439	307
911	339
935	634
128	938
726	703
578	705
540	607
21	443
98	217
186	387
872	651
106	40
90	815
186	711
722	575
79	599
195	969
241	101
562	511
896	309
955	56
34	51
322	897
449	623
650	256
44	627
478	572
747	820
482	71
815	190
396	537
171	988
669	76
531	469
635	304
231	793
159	41
7	411
657	627
774	459
740	165
306	892
500	163
853	506
51	903
265	535
678	554
472	246
697	80
785	996
739	202
735	662
6	284
594	630
953	684
569	120
55	992
511	705
699	368
785	263
48	980
862	934
193	521
741	963
219	451
173	480
214	979
614	361
146	114
310	692
784	751
13	999
208	12
694	143
686	874
618	892
955	448
709	500
409	587
82	908
376	767
414	353
423	904
511	424
995	862
218	928
659	769
468	262
111	907
30	678
873	659
307	513
955	968
464	148
312	524
475	383
576	53
279	33
3	100
992	346
4	345
513	762
558	685
851	562
649	801
972	453
87	829
807	800
310	89
755	98
903	827
150	518
497	568
972	525
408	191
387	677
78	237
982	901
773	871
312	961
695	467
431	919
759	526
714	854
922	895
345	322
6	724
97	323
506	282
359	342
459	701
929	350
83	259
312	30
980	415
406	921
996	617
503	896
62	3
794	217
396	870
643	971
909	16
853	813
84	231
621	747
589	728
520	256
631	908
900	119
116	173
202	537
88	680
892	538
601	70
828	757
923	853
296	480
364	999
743	962
61	116
431	902
344	458
916	232
618	435
943	579
627	471
58	301
618	967
439	570
951	415
351	345
941	747
805	239
94	893
603	199
999	940
400	929
358	188
791	750
230	614
824	23
617	75
468	841
767	189
815	62
524	388
184	83
797	767
209	145
462	135
351	782
229	50
153	585
586	23
47	557
849	705
280	637
572	820
471	511
219	641
433	806
407	914
219	317
587	486
656	209
255	968
243	141
378	186
506	62
71	631
171	602
433	465
266	554
879	50
22	75
551	848
64	524
174	97
658	4
322	567
394	62
488	361
627	73
839	179
29	435
712	516
817	523
256	854
89	233
298	846
19	292
672	341
473	431
470	871
750	544
373	302
949	464
233	479
165	199
834	93
348	407
928	786
235	425
779	986
505	358
172	383
168	103
708	504
322	551
557	309
599	93
918	99
57	845
917	257
197	705
201	477
348	200
746	528
580	150
845	982
592	878
986	702
124	768
199	322
405	213
491	98
697	150
7	549
688	246
642	85
476	17
944	957
298	664
379	111
326	976
488	614
264	131
